,project_id,pool_id,title,description,pool_startedAt,hasInstructions,mayContainAdultContent,requesterID,requesterTrusted,lang,grade,averageAcceptanceTimeSec,moneyAvgHourly,moneyMed,moneyTop10,moneyMax3,reward
97,56713,36745614,Сделайте фото с изображением лица с телевизора на мобильный телефон,Сделать на смартфон фото с изображением лица с телевизора.,2022-12-07T23:40:45.000Z,1,0,030ece62941d6939881f89071d3046f0,0,,4.97,167226.0,0.730965,0.07,0.07,,0.0
98,58021,26989649,Select the best translation [es->en],In this task you will be shown a Spanish sentence together with two translations of it into English. These translations were produced by machine translation systems. You need to decide which is the best translation.,2022-02-21T07:56:56.000Z,1,1,b4e4d09c6bbee0fb99813d53d082e4b0,1,,4.7,,1.39535,0.0,0.3,,0.0
99,58343,28125045,Классификация людей на улицах[v2],Классификация людей на улице по одной или нескольким фотографиям,2021-10-19T14:34:34.000Z,1,0,380365d34353e9b5171b3f8f64c6c555,1,,,,0.0,,,,0.0
100,58807,27379045,Классификация новостей с упоминанием Яндекса,,2022-11-21T14:51:02.000Z,1,1,81029b6e4b04badacad20d15ff3998e0,1,RU,4.94,,2.11765,0.05,0.16,,0.0
101,58854,36243631,Качество определения геопозиции,Помогите нам оценить точность определения текущей и регулярных геопозиций.,2022-11-07T10:01:20.000Z,1,0,5834c1407d97fc502b417ffb66ae30da,1,RU,4.9,1.0,0.882353,0.04,0.09,,0.0
102,58854,36364351,Качество определения геопозиции,Помогите нам оценить точность определения текущей и регулярных геопозиций.,2022-11-14T10:01:43.000Z,1,0,5834c1407d97fc502b417ffb66ae30da,1,RU,4.9,1.0,0.841122,0.04,0.09,,0.0
103,58854,36479393,Качество определения геопозиции,Помогите нам оценить точность определения текущей и регулярных геопозиций.,2022-11-21T10:01:40.000Z,1,0,5834c1407d97fc502b417ffb66ae30da,1,RU,4.91,1.0,0.657534,0.1,0.1,,0.0
104,58854,36479396,Качество определения геопозиции,Помогите нам оценить точность определения текущей и регулярных геопозиций.,2022-11-21T10:01:42.000Z,1,0,5834c1407d97fc502b417ffb66ae30da,1,RU,4.9,1.0,0.825688,0.1,0.1,,0.0
105,58854,36597115,Качество определения геопозиции,Помогите нам оценить точность определения текущей и регулярных геопозиций.,2022-11-28T10:02:03.000Z,1,0,5834c1407d97fc502b417ffb66ae30da,1,RU,4.9,1.0,0.727273,0.1,0.1,,0.0
106,58854,36597118,Качество определения геопозиции,Помогите нам оценить точность определения текущей и регулярных геопозиций.,2022-11-28T10:08:59.000Z,1,0,5834c1407d97fc502b417ffb66ae30da,1,RU,4.89,1.0,0.837209,0.05,0.1,,0.0
107,58854,36704793,Качество определения геопозиции,Помогите нам оценить точность определения текущей и регулярных геопозиций.,2022-12-05T10:02:10.000Z,1,0,5834c1407d97fc502b417ffb66ae30da,1,RU,4.9,1.0,0.66055,0.1,0.1,,0.0
108,59047,35175335,Does the image belong to the category?,"Training pool. After successful completion of the training and exam, tasks with dynamic pricing + 1 cent for increased skills will be available.",2022-11-23T16:45:58.000Z,1,1,952e5619e420d3872f88fa12cdc99bfc,1,EN,4.77,,0.236842,0.01,0.03,,0.0
109,59047,35188650,Does the image belong to the category?,"Exam pool. After successful completion of the exam, tasks with dynamic pricing + 1 cent for increased skills will be available.",2022-11-23T16:44:50.000Z,1,1,952e5619e420d3872f88fa12cdc99bfc,1,EN,4.77,,0.257143,0.01,0.05,0.62,0.0
110,59047,36049221,Относится ли изображение к категории?,Тренировочный пул. После успешного прохождения тренировки и экзамена будут доступны задания с динамическим ценообразованием +1 цент за повышенные навыки.,2022-11-23T16:46:28.000Z,1,1,952e5619e420d3872f88fa12cdc99bfc,1,RU,4.77,,0.251748,0.01,0.03,,0.0
111,59047,36385931,Относится ли изображение к категории?,"Обучение по категории ""Товары для взрослых""",2022-12-01T13:39:51.000Z,1,1,952e5619e420d3872f88fa12cdc99bfc,1,RU,4.73,,0.0,0.01,0.04,1.29,0.0
112,59047,36388451,Does the image belong to the category?,"The training in the ""Adult products"" category",2022-12-01T13:40:00.000Z,1,1,952e5619e420d3872f88fa12cdc99bfc,1,EN,4.72,,0.0,0.01,0.04,0.57,0.0
113,59047,36630102,Относится ли изображение к категории?,Тренировочный пул. После успешного прохождения тренировки и экзамена будут доступны задания с динамическим ценообразованием +1 цент за повышенные навыки.,2022-12-07T12:16:00.000Z,1,1,952e5619e420d3872f88fa12cdc99bfc,1,RU,4.72,,0.0,0.01,0.04,0.57,0.0
114,59047,36630306,Относится ли изображение к категории?,"Training pool. After successful completion of the training and exam, tasks with dynamic pricing + 1 cent for increased skills will be available.",2022-12-07T12:18:19.000Z,1,1,952e5619e420d3872f88fa12cdc99bfc,1,RU,4.72,,0.0,0.01,0.04,0.57,0.0
115,59047,36630513,Does the image belong to the category?,"Exam pool. After successful completion of the exam, tasks with dynamic pricing + 1 cent for increased skills will be available.",2022-12-07T12:26:47.000Z,1,1,952e5619e420d3872f88fa12cdc99bfc,1,EN,4.72,,0.248276,0.01,0.04,0.57,0.0
116,59047,36630687,Does the image belong to the category?,"Exam pool. After successful completion of the exam, tasks with dynamic pricing + 1 cent for increased skills will be available.",2022-12-01T13:41:31.000Z,1,1,952e5619e420d3872f88fa12cdc99bfc,1,EN,4.73,,0.0,0.01,0.03,0.37,0.0
117,59047,36738261,Относится ли изображение к категории?,"Обучение по категории ""ЛГБТ""",2022-12-07T12:32:21.000Z,1,1,952e5619e420d3872f88fa12cdc99bfc,1,RU,4.73,,0.229299,0.01,0.04,1.29,0.0
118,59047,36738338,Does the image belong to the category?,"The training in the ""LGBT"" category",2022-12-07T12:39:28.000Z,1,1,952e5619e420d3872f88fa12cdc99bfc,1,EN,4.72,,0.276923,0.01,0.04,0.57,0.0
119,59047,36762689,Does the image belong to the category?,Динамическое ценообразование +1 цент за повышенные навыки,2022-12-09T02:32:38.000Z,1,1,952e5619e420d3872f88fa12cdc99bfc,1,EN,4.73,,0.0,0.01,0.04,1.29,0.0
120,59047,36762786,Does the image belong to the category?,Динамическое ценообразование +1 цент за повышенные навыки,2022-12-09T02:47:06.000Z,1,1,952e5619e420d3872f88fa12cdc99bfc,1,EN,4.73,,0.0,0.01,0.04,1.29,0.0
121,59047,36763029,Does the image belong to the category?,Динамическое ценообразование +1 цент за повышенные навыки,2022-12-09T03:20:02.000Z,1,1,952e5619e420d3872f88fa12cdc99bfc,1,EN,4.73,,0.0,0.01,0.04,1.29,0.0
122,59047,36765340,Does the image belong to the category?,Динамическое ценообразование +1 цент за повышенные навыки,2022-12-09T07:31:01.000Z,1,1,952e5619e420d3872f88fa12cdc99bfc,1,EN,4.73,,0.0,0.01,0.04,1.29,0.0
123,59047,36766740,Does the image belong to the category?,Динамическое ценообразование +1 цент за повышенные навыки,2022-12-09T09:11:26.000Z,1,1,952e5619e420d3872f88fa12cdc99bfc,1,EN,4.73,,0.0,0.01,0.03,0.37,0.0
124,59047,36767428,Does the image belong to the category?,Динамическое ценообразование +1 цент за повышенные навыки,2022-12-09T10:07:10.000Z,1,1,952e5619e420d3872f88fa12cdc99bfc,1,EN,4.73,,0.0,0.01,0.03,0.37,0.0
125,59047,36768908,Does the image belong to the category?,Динамическое ценообразование +1 цент за повышенные навыки,2022-12-09T12:34:09.000Z,1,1,952e5619e420d3872f88fa12cdc99bfc,1,EN,4.73,,0.0,0.01,0.03,0.37,0.0
126,59047,36769379,Does the image belong to the category?,Динамическое ценообразование +1 цент за повышенные навыки,2022-12-09T13:11:41.000Z,1,1,952e5619e420d3872f88fa12cdc99bfc,1,EN,4.73,,0.0,0.01,0.03,0.37,0.0
127,59047,36771043,Does the image belong to the category?,Динамическое ценообразование +1 цент за повышенные навыки,2022-12-09T15:41:18.000Z,1,1,952e5619e420d3872f88fa12cdc99bfc,1,EN,4.73,,0.0,0.01,0.03,0.37,0.0
128,59047,36773136,Does the image belong to the category?,Динамическое ценообразование +1 цент за повышенные навыки,2022-12-09T19:11:11.000Z,1,1,952e5619e420d3872f88fa12cdc99bfc,1,EN,4.73,,0.0,0.01,0.03,0.37,0.0
